code,code_check,title,value
130965,130965,Категория:,Vino d’Italia
130965,130965,Декантация:,не рекомендуется
130965,130965,Выдержка в емкости:,Нейтральная емкость
131180,131180,price,3 490 ₽
131180,131180,rating,4.4
131180,131180,"Страна, регион:","Италия##, Сицилия"
131180,131180,Вино:,белое
131180,131180,Сахар:,сухое
131180,131180,Виноград:,катарратто
131180,131180,Производитель:,Donnafugata
131180,131180,Крепость:,12%
131180,131180,Объем:,0.75 л
131180,131180,Регион:,Сицилия
131180,131180,Год:,2020
131180,131180,Потенциал хранения:,3-5 лет.
131180,131180,Аппелласьон:,Sicilia DOC
131180,131180,Категория:,Denominazione di Origine Controllata (DOC)
131180,131180,Декантация:,не рекомендуется
131180,131180,Выдержка в емкости:,Нейтральная емкость
128584,128584,price,990 ₽
128584,128584,rating,4.5
128584,128584,"Страна, регион:","Германия##, Рейнгессен"
128584,128584,Виноград:,пино нуар
128584,128584,Производитель:,Weinkellerei Hechtsheim
128584,128584,Объем:,0.75 л
128584,128584,Регион:,Рейнгессен
128584,128584,Потенциал хранения:,2-3 года.
128584,128584,Аппелласьон:,Rheinhessen
128584,128584,Выдержка в емкости:,Нейтральная емкость
137179,137179,price,1 790 ₽
137179,137179,rating,0.0
137179,137179,"Страна, регион:","Россия##, Кубань"
137179,137179,Вино:,красное
137179,137179,Сахар:,сухое
137179,137179,Виноград:,каберне совиньон##каберне фран##мерло##красностоп
137179,137179,Производитель:,Сикоры
137179,137179,Крепость:,14%
137179,137179,Объем:,0.75 л
137179,137179,Регион:,Кубань
137179,137179,Год:,2018
137179,137179,Потенциал хранения:,6-8 лет.
137179,137179,Декантация:,аэрация
137179,137179,Выдержка в емкости:,Бочка
130979,130979,price,620 ₽
130979,130979,rating,4.8
130979,130979,"Страна, регион:","Италия##, Венето"
130979,130979,Вино:,красное
130979,130979,Сахар:,полусладкое
130979,130979,Виноград:,мерло##санджовезе
130979,130979,Производитель:,Cielo
130979,130979,Крепость:,10%
130979,130979,Объем:,0.75 л
130979,130979,Регион:,Венето
130979,130979,Потенциал хранения:,2-3 года.
130979,130979,Категория:,Vino d’Italia
130979,130979,Декантация:,не рекомендуется
130979,130979,Выдержка в емкости:,Нейтральная емкость
130906,130906,price,1 540 ₽
130906,130906,rating,5.0
130906,130906,"Страна, регион:","Италия##, Тоскана"
130906,130906,Вино:,красное
130906,130906,Сахар:,полусухое
130906,130906,Виноград:,каберне совиньон##санджовезе
130906,130906,Производитель:,Castello Banfi
130906,130906,Крепость:,13%
130906,130906,Объем:,0.75 л
130906,130906,Регион:,Тоскана
130906,130906,Год:,2019
130906,130906,Потенциал хранения:,3-5 лет.
130906,130906,Аппелласьон:,Toscana IGT
130906,130906,Категория:,Indicazione Geografica Tipica (IGT)
130906,130906,Декантация:,аэрация
130906,130906,Выдержка в емкости:,Нейтральная емкость
137196,137196,price,4 490 ₽
137196,137196,rating,4.6
137196,137196,"Страна, регион:","Австралия##, Южная Австралия"
137196,137196,Вино:,красное
137196,137196,Сахар:,сухое
137196,137196,Виноград:,каберне совиньон
137196,137196,Производитель:,Two Hands
137196,137196,Крепость:,14%
137196,137196,Объем:,0.75 л
137196,137196,Регион:,Южная Австралия
137196,137196,Год:,2019
137196,137196,Потенциал хранения:,10-15 лет.
137196,137196,Аппелласьон:,McLaren Vale
137196,137196,Категория:,Australian Geographical Indications (GI)
137196,137196,Декантация:,аэрация
137196,137196,Выдержка в емкости:,Бочка
130569,130569,price,1 790 ₽
130569,130569,rating,4.7
130569,130569,"Страна, регион:","Соединенные Штаты Америки##, Калифорния"
130569,130569,Вино:,белое
130569,130569,Сахар:,полусладкое
130569,130569,Виноград:,гевюрцтраминер
130569,130569,Производитель:,Fetzer
130569,130569,Крепость:,12%
130569,130569,Объем:,0.75 л
130569,130569,Регион:,Калифорния
130569,130569,Год:,2020
130569,130569,Потенциал хранения:,2-3 года.
130569,130569,Аппелласьон:,Monterey County AVA
130569,130569,Декантация:,не рекомендуется
130569,130569,Выдержка в емкости:,Нейтральная емкость
116358,116358,price,7 490 ₽
116358,116358,rating,4.0
116358,116358,"Страна, регион:","Австралия##, Южная Австралия"
116358,116358,Вино:,красное
116358,116358,Сахар:,сухое
116358,116358,Виноград:,шираз##матаро
116358,116358,Производитель:,Penfolds
116358,116358,Крепость:,14%
116358,116358,Объем:,0.75 л
116358,116358,Регион:,Южная Австралия
116358,116358,Год:,2017
116358,116358,Потенциал хранения:,10-15 лет и более.
116358,116358,Категория:,Australian Geographical Indications (GI)
116358,116358,Декантация:,аэрация
116358,116358,Выдержка в емкости:,Бочка
127922,127922,price,7 490 ₽
127922,127922,rating,4.3
127922,127922,"Страна, регион:","Франция##, Долина Роны"
127922,127922,Вино:,красное
127922,127922,Сахар:,сухое
127922,127922,Виноград:,гренаш 70%##сира 20%##мурведр 10%
127922,127922,Производитель:,Guigal
127922,127922,Крепость:,15%
127922,127922,Объем:,0.75 л
127922,127922,Регион:,Долина Роны
127922,127922,Год:,2018
127922,127922,Потенциал хранения:,10-15 лет.
127922,127922,Аппелласьон:,Gigondas AOC
127922,127922,Категория:,Appellation d'Origine Controlee (AOC)
127922,127922,Декантация:,аэрация
127922,127922,Выдержка в емкости:,Бочка
124701,124701,price,1 640 ₽
124701,124701,rating,4.0
124701,124701,"Страна, регион:",Австралия
124701,124701,Вино:,красное
124701,124701,Сахар:,полусухое
124701,124701,Виноград:,каберне совиньон
124701,124701,Производитель:,Lindeman's
124701,124701,Крепость:,14%
124701,124701,Объем:,0.75 л
124701,124701,Год:,2019
124701,124701,Потенциал хранения:,3-5 лет.
124701,124701,Категория:,Australian Geographical Indications (GI)
124701,124701,Декантация:,не рекомендуется
124701,124701,Выдержка в емкости:,Бочка
137194,137194,price,4 490 ₽
137194,137194,rating,4.9
137194,137194,"Страна, регион:","Россия##, Крым"
137194,137194,Вино:,красное
137194,137194,Сахар:,сухое
137194,137194,Виноград:,каберне совиньон##мерло##саперави
137194,137194,Производитель:,Loco Cimbali
137194,137194,Крепость:,13%
137194,137194,Объем:,0.75 л
137194,137194,Регион:,Крым
137194,137194,Год:,2017
137194,137194,Потенциал хранения:,7-10 лет.
137194,137194,Аппелласьон:,ЗГУ Крым
137194,137194,Декантация:,аэрация
137194,137194,Выдержка в емкости:,Бочка
131535,131535,price,1 890 ₽
131535,131535,rating,4.7
131535,131535,"Страна, регион:","Италия##, Абруццо"
131535,131535,Вино:,белое
131535,131535,Сахар:,сухое
131535,131535,Виноград:,пекорино
131535,131535,Производитель:,Umani Ronchi
131535,131535,Крепость:,12%
131535,131535,Объем:,0.75 л
131535,131535,Регион:,Абруццо
131535,131535,Год:,2020
131535,131535,Потенциал хранения:,1-3 года.
131535,131535,Аппелласьон:,Terre di Chieti Pecorino IGT
131535,131535,Категория:,Indicazione Geografica Tipica (IGT)
131535,131535,Декантация:,не рекомендуется
131535,131535,Выдержка в емкости:,Нейтральная емкость
117434,117434,price,10 490 ₽
117434,117434,rating,5.0
117434,117434,"Страна, регион:","Австралия##, Южная Австралия"
117434,117434,Вино:,красное
117434,117434,Сахар:,сухое
117434,117434,Виноград:,шираз 100%
117434,117434,Производитель:,Igor Larionov
117434,117434,Крепость:,14%
117434,117434,Объем:,0.75 л
117434,117434,Регион:,Южная Австралия
117434,117434,Год:,2018
117434,117434,Потенциал хранения:,7-10 лет.
117434,117434,Аппелласьон:,McLaren Vale
117434,117434,Декантация:,аэрация
117434,117434,Выдержка в емкости:,Бочка
133198,133198,price,2 490 ₽
133198,133198,rating,0.0
133198,133198,"Страна, регион:","Грузия##, Кахетия"
133198,133198,Вино:,красное
133198,133198,Сахар:,сухое
133198,133198,Виноград:,каберне совиньон##саперави
133198,133198,Производитель:,Giuaani
133198,133198,Крепость:,12%
133198,133198,Объем:,0.75 л
133198,133198,Регион:,Кахетия
133198,133198,Год:,2019
133198,133198,Потенциал хранения:,5-8 лет.
133198,133198,Аппелласьон:,Kakheti PGI
133198,133198,Декантация:,аэрация
133198,133198,Выдержка в емкости:,Бочка
124144,124144,price,3 390 ₽
124144,124144,rating,4.0
124144,124144,"Страна, регион:",Армения
124144,124144,Вино:,красное
124144,124144,Сахар:,сухое
124144,124144,Виноград:,арени
124144,124144,Производитель:,NOA
124144,124144,Крепость:,14%
124144,124144,Объем:,0.75 л
124144,124144,Год:,2017
124144,124144,Потенциал хранения:,4-6 лет.
124144,124144,Выдержка в емкости:,Бочка
124183,124183,price,2 990 ₽
124183,124183,rating,4.7
124183,124183,"Страна, регион:",Армения
124183,124183,Вино:,розовое
124183,124183,Сахар:,сухое
124183,124183,Виноград:,арени
124183,124183,Производитель:,NOA
124183,124183,Крепость:,13%
124183,124183,Объем:,0.75 л
124183,124183,Год:,2018
124183,124183,Потенциал хранения:,2-3 года.
124183,124183,Выдержка в емкости:,Бочка
124980,124980,price,7 490 ₽
124980,124980,rating,0.0
124980,124980,"Страна, регион:","Франция##, Долина Луары"
124980,124980,Вино:,красное
124980,124980,Сахар:,сухое
124980,124980,Виноград:,каберне фран 100%
124980,124980,Производитель:,Domaine Bernard Baudry
124980,124980,Крепость:,13%
124980,124980,Объем:,0.75 л
124980,124980,Регион:,Долина Луары
124980,124980,Год:,2017
124980,124980,Потенциал хранения:,10-15 лет.
124980,124980,Аппелласьон:,Chinon AOC
124980,124980,Категория:,Appellation d'Origine Controlee (AOC)
124980,124980,Декантация:,аэрация
124980,124980,Выдержка в емкости:,Бочка
137548,137548,price,890 ₽
137548,137548,rating,0.0
137548,137548,"Страна, регион:","Россия##, Кубань"
137548,137548,Вино:,красное
137548,137548,Сахар:,сухое
137548,137548,Виноград:,каберне совиньон##каберне фран##мальбек##мерло##сира
137548,137548,Производитель:,Шумринка
137548,137548,Крепость:,13%
137548,137548,Объем:,0.75 л
137548,137548,Регион:,Кубань
137548,137548,Год:,2017
137548,137548,Потенциал хранения:,5-7 лет.
137548,137548,Аппелласьон:,ЗГУ Кубань. Анапа
137548,137548,Декантация:,аэрация
137548,137548,Выдержка в емкости:,Нейтральная емкость
120307,120307,price,1 120 ₽
120307,120307,rating,4.2
120307,120307,"Страна, регион:","Грузия##, Кахетия"
120307,120307,Вино:,красное
120307,120307,Сахар:,сухое
120307,120307,Виноград:,саперави
120307,120307,Производитель:,Metreveli
120307,120307,Крепость:,13%
120307,120307,Объем:,0.75 л
120307,120307,Регион:,Кахетия
120307,120307,Год:,2019
120307,120307,Потенциал хранения:,3-4 года.
120307,120307,Аппелласьон:,Mukuzani PDO
120307,120307,Декантация:,не рекомендуется
120307,120307,Выдержка в емкости:,Бочка
137191,137191,price,2 190 ₽
137191,137191,rating,0.0
137191,137191,"Страна, регион:","Россия##, Кубань"
137191,137191,Вино:,белое
137191,137191,Сахар:,сухое
137191,137191,Виноград:,совиньон блан
137191,137191,Производитель:,Mantra
137191,137191,Крепость:,13%
137191,137191,Объем:,0.75 л
137191,137191,Регион:,Кубань
137191,137191,Год:,2020
137191,137191,Потенциал хранения:,3-5 лет.
137191,137191,Аппелласьон:,ЗГУ Кубань.Крымск
137191,137191,Декантация:,не рекомендуется
137191,137191,Выдержка в емкости:,Нейтральная емкость
132768,132768,price,1 990 ₽
132768,132768,rating,4.5
132768,132768,"Страна, регион:","Италия##, Тоскана"
132768,132768,Вино:,красное
132768,132768,Сахар:,сухое
132768,132768,Виноград:,колорино##санджовезе##канайоло неро
132768,132768,Производитель:,Conti Serristori
132768,132768,Крепость:,14%
132768,132768,Объем:,0.75 л
132768,132768,Регион:,Тоскана
132768,132768,Год:,2019
132768,132768,Потенциал хранения:,5-7 лет.
132768,132768,Аппелласьон:,Chianti Classico DOCG
132768,132768,Категория:,Denominazione di Origine Controllata e Garantita (DOCG)
132768,132768,Декантация:,аэрация
132768,132768,Выдержка в емкости:,Бочка
132838,132838,price,840 ₽
132838,132838,rating,4.3
132838,132838,"Страна, регион:","Грузия##, Кахетия"
132838,132838,Вино:,белое
132838,132838,Сахар:,сухое
132838,132838,Виноград:,ркацители##кахури мцване
132838,132838,Производитель:,Shildis Mtebi
132838,132838,Крепость:,12%
132838,132838,Объем:,0.75 л
132838,132838,Регион:,Кахетия
132838,132838,Год:,2020
132838,132838,Потенциал хранения:,2-3 года.
132838,132838,Аппелласьон:,Tsinandali PDO
132838,132838,Декантация:,не рекомендуется
132838,132838,Выдержка в емкости:,Нейтральная емкость
133202,133202,price,3 290 ₽
133202,133202,rating,3.0
133202,133202,"Страна, регион:","Грузия##, Кахетия"
133202,133202,Вино:,белое
133202,133202,Сахар:,сухое
133202,133202,Виноград:,хихви
133202,133202,Производитель:,Giuaani
133202,133202,Крепость:,13%
133202,133202,Объем:,0.75 л
133202,133202,Регион:,Кахетия
133202,133202,Год:,2019
133202,133202,Потенциал хранения:,5-6 лет.
133202,133202,Аппелласьон:,Kakheti PGI
133202,133202,Выдержка в емкости:,Нейтральная емкость
138230,138230,price,3 490 ₽
138230,138230,rating,4.6
138230,138230,"Страна, регион:","Россия##, Кубань"
138230,138230,Вино:,красное
138230,138230,Сахар:,сухое
138230,138230,Виноград:,каберне совиньон##мерло##красностоп
138230,138230,Производитель:,Галицкий и Галицкий
138230,138230,Крепость:,14%
138230,138230,Объем:,0.75 л
138230,138230,Регион:,Кубань
138230,138230,Год:,2020
138230,138230,Потенциал хранения:,5-7 лет.
138230,138230,Аппелласьон:,Анапская долина
138230,138230,Декантация:,аэрация
138230,138230,Выдержка в емкости:,Бочка
126648,126648,price,1 640 ₽
126648,126648,rating,4.6
126648,126648,"Страна, регион:","Италия##, Венето"
126648,126648,Вино:,белое
126648,126648,Сахар:,полусухое
126648,126648,Виноград:,пино гриджо 100%
126648,126648,Производитель:,Canti
126648,126648,Крепость:,12%
126648,126648,Объем:,0.75 л
133200,133200,price,2 790 ₽
126648,126648,Регион:,Венето
126648,126648,Год:,2020
126648,126648,Потенциал хранения:,2-3 года.
126648,126648,Аппелласьон:,Delle Venezie DOC
126648,126648,Категория:,Denominazione di Origine Controllata (DOC)
133200,133200,rating,3.0
133200,133200,"Страна, регион:","Грузия##, Кахетия"
133200,133200,Вино:,белое
133200,133200,Сахар:,сухое
133200,133200,Виноград:,киси
133200,133200,Производитель:,Giuaani
133200,133200,Крепость:,13%
133200,133200,Объем:,0.75 л
133200,133200,Регион:,Кахетия
133200,133200,Год:,2018
133200,133200,Потенциал хранения:,8-10 лет.
133200,133200,Аппелласьон:,Kakheti PGI
133200,133200,Выдержка в емкости:,Нейтральная емкость
126648,126648,Декантация:,не рекомендуется
126648,126648,Выдержка в емкости:,Нет
131235,131235,price,3 990 ₽
131235,131235,rating,4.8
131235,131235,"Страна, регион:","Италия##, Тоскана"
131235,131235,Вино:,красное
131235,131235,Сахар:,сухое
131235,131235,Виноград:,санджовезе
131235,131235,Производитель:,Agricola San Felice
131235,131235,Крепость:,13%
131235,131235,Объем:,0.75 л
131235,131235,Регион:,Тоскана
131235,131235,Год:,2018
134209,134209,price,2 990 ₽
131235,131235,Потенциал хранения:,10-12 лет.
131235,131235,Аппелласьон:,Chianti Classico DOCG
131235,131235,Категория:,Denominazione di Origine Controllata e Garantita (DOCG)
131235,131235,Декантация:,аэрация
134209,134209,rating,4.9
134209,134209,"Страна, регион:","Россия##, Кубань"
134209,134209,Вино:,белое
134209,134209,Сахар:,сухое
134209,134209,Виноград:,рислинг
134209,134209,Производитель:,Сикоры
134209,134209,Крепость:,13%
134209,134209,Объем:,0.75 л
131235,131235,Выдержка в емкости:,Бочка
134209,134209,Регион:,Кубань
134209,134209,Год:,2017
134209,134209,Потенциал хранения:,7-10 лет.
134209,134209,Аппелласьон:,ЗГУ Кубань. Новороссийск
134209,134209,Декантация:,не рекомендуется
134209,134209,Выдержка в емкости:,Бочка
136432,136432,price,2 890 ₽
136432,136432,rating,5.0
136432,136432,"Страна, регион:","Франция##, Бургундия"
136432,136432,Вино:,белое
136432,136432,Сахар:,сухое
136432,136432,Виноград:,шардоне
136432,136432,Производитель:,Jean-Marc Brocard (Domaine Sainte-Claire)
136432,136432,Крепость:,13%
136432,136432,Объем:,0.75 л
136432,136432,Регион:,Бургундия
136432,136432,Год:,2020
136432,136432,Потенциал хранения:,2-5 лет.
136432,136432,Аппелласьон:,Bourgogne AOC
136432,136432,Категория:,Appellation d'Origine Controlee (AOC)
136432,136432,Декантация:,не рекомендуется
136432,136432,Выдержка в емкости:,Нейтральная емкость
137982,137982,price,1 290 ₽
137982,137982,rating,0.0
137982,137982,"Страна, регион:","Испания##, Риоха"
137982,137982,Вино:,белое
137982,137982,Сахар:,сухое
137982,137982,Виноград:,виура##мальвазия##совиньон блан##шардоне##темпранильо бланко##гарнача бланка
137982,137982,Производитель:,Hacienda Lopez de Haro
137982,137982,Крепость:,12%
137982,137982,Объем:,0.75 л
137982,137982,Регион:,Риоха
137982,137982,Год:,2021
137982,137982,Потенциал хранения:,5-6 лет.
137982,137982,Аппелласьон:,Rioja DOCa
137982,137982,Категория:,Denominacion de Origen Calificada (DOCa)
137982,137982,Выдержка в емкости:,Бочка
137573,137573,price,"855 ₽                                        
                        "
137573,137573,rating,0.0
137573,137573,"Страна, регион:","Россия##, Кубань"
137573,137573,Вино:,розовое
137573,137573,Сахар:,сухое
137573,137573,Виноград:,мальбек
137573,137573,Производитель:,Шумринка
137573,137573,Крепость:,12%
137573,137573,Объем:,0.75 л
137573,137573,Регион:,Кубань
137573,137573,Год:,2019
137573,137573,Потенциал хранения:,4-6 лет.
137573,137573,Аппелласьон:,ЗГУ Кубань. Анапа
137573,137573,Декантация:,не рекомендуется
137573,137573,Выдержка в емкости:,Нейтральная емкость
137552,137552,price,"743 ₽                                        
                        "
137552,137552,rating,0.0
137552,137552,"Страна, регион:","Россия##, Кубань"
137552,137552,Вино:,белое
137552,137552,Сахар:,сухое
137552,137552,Виноград:,шардоне
137552,137552,Производитель:,Шумринка
137552,137552,Крепость:,13%
137552,137552,Объем:,0.75 л
137552,137552,Регион:,Кубань
137552,137552,Год:,2019
137552,137552,Потенциал хранения:,4-6 лет.
137552,137552,Аппелласьон:,ЗГУ Кубань. Анапа
137552,137552,Выдержка в емкости:,Нейтральная емкость
137157,137157,price,2 990 ₽
137157,137157,rating,4.8
137157,137157,"Страна, регион:","Италия##, Пьемонт"
137157,137157,Вино:,белое
137157,137157,Сахар:,сухое
137157,137157,Виноград:,кортезе
137157,137157,Производитель:,Villa Sparina
137157,137157,Крепость:,12%
137157,137157,Объем:,0.75 л
137157,137157,Регион:,Пьемонт
137157,137157,Год:,2021
137157,137157,Потенциал хранения:,5-8 лет.
137157,137157,Аппелласьон:,Gavi DOCG
137157,137157,Категория:,Denominazione di Origine Controllata e Garantita (DOCG)
137157,137157,Декантация:,не рекомендуется
137157,137157,Выдержка в емкости:,Нейтральная емкость
131083,131083,price,2 990 ₽
131083,131083,rating,4.5
131083,131083,"Страна, регион:","Франция##, Бургундия"
131083,131083,Вино:,белое
131083,131083,Сахар:,сухое
131083,131083,Виноград:,шардоне
131083,131083,Производитель:,Joseph Drouhin
131083,131083,Крепость:,12%
131083,131083,Объем:,0.375 л
131083,131083,Регион:,Бургундия
131083,131083,Год:,2020
131083,131083,Потенциал хранения:,3-4 года.
131083,131083,Аппелласьон:,Chablis AOC
131083,131083,Категория:,Appellation d'Origine Controlee (AOC)
131083,131083,Декантация:,не рекомендуется
131083,131083,Выдержка в емкости:,Нейтральная емкость
131325,131325,price,39 990 ₽
131325,131325,rating,0.0
131325,131325,"Страна, регион:","Франция##, Бургундия"
131325,131325,Вино:,красное
131325,131325,Сахар:,сухое
131325,131325,Виноград:,пино нуар
131325,131325,Производитель:,Domaine Michel Noellat
131325,131325,Крепость:,14%
131325,131325,Объем:,0.75 л
131325,131325,Регион:,Бургундия
131325,131325,Год:,2019
131325,131325,Потенциал хранения:,15-20 лет.
131325,131325,Аппелласьон:,Echezeaux Grand Cru AOC
131325,131325,Категория:,Appellation d'Origine Controlee (AOC)
131325,131325,Декантация:,аэрация
131325,131325,Выдержка в емкости:,Бочка
130787,130787,price,2 490 ₽
130787,130787,rating,4.4
130787,130787,"Страна, регион:","Италия##, Кампания"
130787,130787,Вино:,красное
130787,130787,Сахар:,сухое
130787,130787,Виноград:,альянико##пьедироссо
130787,130787,Производитель:,Feudi di San Gregorio
130787,130787,Крепость:,12%
130787,130787,Объем:,0.75 л
130787,130787,Регион:,Кампания
130787,130787,Год:,2020
130787,130787,Потенциал хранения:,2-3 года.
130787,130787,Аппелласьон:,Lacryma Christi del Vesuvio DOC
130787,130787,Категория:,Denominazione di Origine Controllata (DOC)
130787,130787,Декантация:,не рекомендуется
130787,130787,Выдержка в емкости:,Нейтральная емкость
137192,137192,price,1 120 ₽
137192,137192,rating,4.8
137192,137192,"Страна, регион:","Италия##, Венето"
137192,137192,Вино:,белое
137192,137192,Сахар:,полусухое
137192,137192,Виноград:,гарганега##совиньон блан
137192,137192,Производитель:,Cielo
137192,137192,Крепость:,13%
137192,137192,Объем:,0.75 л
137192,137192,Регион:,Венето
137192,137192,Год:,2021
137192,137192,Потенциал хранения:,3-4 года.
137192,137192,Категория:,Indicazione Geografica Tipica (IGT)
137192,137192,Выдержка в емкости:,Нейтральная емкость
129671,129671,price,1 790 ₽
129671,129671,rating,4.7
129671,129671,"Страна, регион:","Соединенные Штаты Америки##, Калифорния"
129671,129671,Вино:,белое
129671,129671,Сахар:,полусладкое
129671,129671,Виноград:,рислинг
129671,129671,Производитель:,Fetzer
129671,129671,Крепость:,12%
129671,129671,Объем:,0.75 л
129671,129671,Регион:,Калифорния
129671,129671,Потенциал хранения:,2-3 года.
129671,129671,Аппелласьон:,Monterey County AVA
129671,129671,Декантация:,не рекомендуется
129671,129671,Выдержка в емкости:,Нейтральная емкость
136135,136135,price,"2 618 ₽                                        
                        "
136135,136135,rating,4.4
136135,136135,"Страна, регион:","Россия##, Кубань"
136135,136135,Вино:,белое
136135,136135,Сахар:,сухое
136135,136135,Виноград:,совиньон блан
136135,136135,Производитель:,Галицкий и Галицкий
136135,136135,Крепость:,13%
136135,136135,Объем:,0.75 л
136135,136135,Регион:,Кубань
136135,136135,Год:,2020
136135,136135,Потенциал хранения:,5-7 лет.
136135,136135,Аппелласьон:,Анапская долина
136135,136135,Декантация:,не рекомендуется
136135,136135,Выдержка в емкости:,Нейтральная емкость
130692,130692,price,2 240 ₽
130692,130692,rating,4.7
130692,130692,"Страна, регион:","Испания##, Галисия"
130692,130692,Вино:,белое
130692,130692,Сахар:,сухое
130692,130692,Виноград:,альбариньо
130692,130692,Производитель:,Bodegas Horacio Gomez Araujo
130692,130692,Крепость:,12%
130692,130692,Объем:,0.75 л
130692,130692,Регион:,Галисия
130692,130692,Год:,2020
130692,130692,Потенциал хранения:,3-5 лет.
130692,130692,Аппелласьон:,Rias Baixas DO
130692,130692,Категория:,Denominacion de Origen (DO)
130692,130692,Декантация:,не рекомендуется
130692,130692,Выдержка в емкости:,Нейтральная емкость
122144,122144,price,11 140 ₽
122144,122144,rating,4.8
122144,122144,"Страна, регион:","Франция##, Долина Роны"
122144,122144,Вино:,красное
122144,122144,Сахар:,сухое
122144,122144,Виноград:,гренаш 75%##мурведр 15%##сира 10%
122144,122144,Производитель:,Guigal
122144,122144,Крепость:,15%
122144,122144,Объем:,0.75 л
122144,122144,Регион:,Долина Роны
122144,122144,Год:,2016
122144,122144,Потенциал хранения:,10-15 лет.
122144,122144,Аппелласьон:,Chateauneuf-du-Pape AOC
122144,122144,Категория:,Appellation d'Origine Controlee (AOC)
122144,122144,Декантация:,аэрация
122144,122144,Выдержка в емкости:,Бочка
129676,129676,price,4 490 ₽
129676,129676,rating,5.0
129676,129676,"Страна, регион:","Соединенные Штаты Америки##, Калифорния"
129676,129676,Вино:,красное
129676,129676,Сахар:,полусухое
129676,129676,Виноград:,зинфандель##мерло##пино нуар##пти сира
129676,129676,Производитель:,Fetzer
129676,129676,Крепость:,14%
129676,129676,Объем:,0.75 л
129676,129676,Регион:,Калифорния
129676,129676,Год:,2018
129676,129676,Потенциал хранения:,5-7 лет.
129676,129676,Аппелласьон:,California AVA
129676,129676,Категория:,American Viticultural Areas (AVA)
129676,129676,Декантация:,аэрация
129676,129676,Выдержка в емкости:,Бочка
132336,132336,price,2 140 ₽
132336,132336,rating,4.2
132336,132336,"Страна, регион:","Италия##, Пьемонт"
132336,132336,Вино:,красное
132336,132336,Сахар:,сухое
132336,132336,Виноград:,барбера
132336,132336,Производитель:,Canti
132336,132336,Крепость:,13%
132336,132336,Объем:,0.75 л
132336,132336,Регион:,Пьемонт
132336,132336,Год:,2018
132336,132336,Потенциал хранения:,4-6 лет.
132336,132336,Аппелласьон:,Barbera d'Asti DOCG
132336,132336,Категория:,Denominazione di Origine Controllata e Garantita (DOCG)
132336,132336,Декантация:,аэрация
132336,132336,Выдержка в емкости:,Бочка
127217,127217,price,1 640 ₽
127217,127217,rating,4.2
127217,127217,"Страна, регион:","Италия##, Сицилия"
127217,127217,Вино:,красное
127217,127217,Сахар:,сухое
127217,127217,Виноград:,мерло 100%
127217,127217,Производитель:,Canti
127217,127217,Крепость:,13%
127217,127217,Объем:,0.75 л
127217,127217,Регион:,Сицилия
127217,127217,Год:,2020
127217,127217,Потенциал хранения:,2-3 года.
127217,127217,Аппелласьон:,Terre Siciliane IGT
127217,127217,Категория:,Indicazione Geografica Tipica (IGT)
127217,127217,Декантация:,не рекомендуется
127217,127217,Выдержка в емкости:,Нет
134111,134111,price,4 490 ₽
134111,134111,rating,4.8
134111,134111,"Страна, регион:","Испания##, Кастилья и Леон"
134111,134111,Вино:,красное
134111,134111,Сахар:,сухое
128191,128191,price,790 ₽
134111,134111,Виноград:,тинто фино (темпранильо)
134111,134111,Производитель:,Emilio Moro
134111,134111,Крепость:,14%
134111,134111,Объем:,0.75 л
134111,134111,Регион:,Кастилья и Леон
134111,134111,Год:,2019
134111,134111,Потенциал хранения:,7-10 лет.
134111,134111,Аппелласьон:,Ribera del Duero DO
134111,134111,Категория:,Denominacion de Origen (DO)
134111,134111,Декантация:,аэрация
134111,134111,Выдержка в емкости:,Бочка
128191,128191,rating,4.7
128191,128191,"Страна, регион:","Италия##, Венето"
128191,128191,Вино:,белое
128191,128191,Сахар:,полусухое
128191,128191,Виноград:,гарганега##шардоне
128191,128191,Производитель:,Cielo
128191,128191,Крепость:,11%
128191,128191,Объем:,0.75 л
128191,128191,Регион:,Венето
128191,128191,Год:,2020
128191,128191,Потенциал хранения:,2-3 года.
128191,128191,Аппелласьон:,Venezie IGT
128191,128191,Категория:,Indicazione Geografica Tipica (IGT)
128191,128191,Декантация:,не рекомендуется
128191,128191,Выдержка в емкости:,Нейтральная емкость
133278,133278,price,1 190 ₽
133278,133278,rating,4.0
133278,133278,"Страна, регион:","Италия##, Тоскана"
133278,133278,Вино:,красное
133278,133278,Сахар:,сухое
133278,133278,Виноград:,санджовезе
133278,133278,Производитель:,San Marco
133278,133278,Крепость:,12%
133278,133278,Объем:,0.75 л
133278,133278,Регион:,Тоскана
133278,133278,Год:,2020
133278,133278,Потенциал хранения:,3-5 лет.
133278,133278,Аппелласьон:,Chianti DOCG
133278,133278,Категория:,Denominazione di Origine Controllata e Garantita (DOCG)
133278,133278,Декантация:,не рекомендуется
133278,133278,Выдержка в емкости:,Бочка
127885,127885,price,2 990 ₽
127885,127885,rating,4.6
127885,127885,"Страна, регион:","Франция##, Долина Луары"
127885,127885,Вино:,розовое
127885,127885,Сахар:,полусладкое
127885,127885,Виноград:,гаме##гролло
127885,127885,Производитель:,Les Vignerons de la Noelle
127885,127885,Крепость:,12%
127885,127885,Объем:,0.75 л
127885,127885,Регион:,Долина Луары
127885,127885,Год:,2019
127885,127885,Потенциал хранения:,2-3 года.
127885,127885,Аппелласьон:,Rose d'Anjou AOC
